JornalNacional2_06_00133|Também houve orações por todas as vítimas de Covid no Brasil. As luzes foram apagadas, em sinal de luto. A irmã de Paulo Gustavo, Juliana Amaral, se emocionou ao falar dele.|78
JornalNacional_02_00310|Nas u tê is , cada médico fica responsável por dez leitos. A Associação Brasileira de Fisioterapia Cardiorrespiratória recomenda que um fisioterapeuta cuide de até seis leitos. Cada vez que os hospitais ampliam as u tê is.|78
JornalNacional2_04_00443|E quem está dizendo, dessa vez, não são ambientalistas, é a Agência Internacional de Energia, organização que orienta e embasa políticas energéticas de diversas nações - políticas, até pouco tempo, guiadas pelos combustíveis fósseis.|78
JornalNacional2_04_00463|O pedido gerou mal-estar e o embaixador da China exigiu uma retratação e pedidos de desculpas ao povo chinês. Nesta terça, Ernesto disse que considera que agiu corretamente ao pedir ao governo chinês que trocasse o embaixador no Brasil.|78
JornalNacional2_02_00148|A gente tem uma operação de cinco horas antes interromper as atividades, isolar toda a área e, a partir disso, fazer a higienização do processo e, só assim, a gente libera a entrada de todos os outros partícipes da competição.|78
JornalNacional2_03_00012|Minha tia está aí internada, não sei como está, disse a doméstica Fátima dos Santos.|78
JornalNacional2_01_00431|Carlos Bolsonaro, também filho do presidente da República, é vereador no Rio pelo Republicanos. Ele prestou depoimento à pê éfe como testemunha e negou produzir conteúdo para incentivar atos antidemocráticos.|78
JornalNacional_03_00256|Em vez de tratarmos as coisas na discórdia, na disputa política, nas diferenças ideológicas, todos nós nos unamos neste momento para resolver o problema da vacinação. Vacina para os brasileiros, com maior brevidade.|78
JornalNacional2_06_00486|Dois estados estão com alta na média de mortes: Paraná e Ceará. Doze estados estão em estabilidade. Com queda, estão o Distrito Federal e doze estados.|78
JornalNacional2_02_00383|É que a tecnologia do érre êne a mensageiro que vinha sendo desenvolvida há mais de vinte anos ganhou impulso e investimento na pandemia e saiu dos laboratórios por ser eficaz e muito fácil de adaptar.|78
JornalNacional_05_00435|Nesta terça, vinte e três estados atualizaram dados sobre a vacinação. Os cinco que mais aplicaram a primeira dose até agora foram: o Amazonas, com quatro virgula oitenta e dois por cento, Roraima, três virgula sessenta e nove por cento, Distrito Federal e São Paulo, os dois com três virgula sessenta e três por cento.|78
JornalNacional2_02_00490|O problema que a gente encontrou é de a pessoa chegar aqui e mesmo com cadastro de gestante sendo homem querer se vacinar. A gente explica, você se cadastrou errado. ‘Ah, mas meu cadastro foi aceito então.|78
JornalNacional2_06_00345|O Ministério Público do Rio disse que acompanhou toda a perícia realizada nos corpos no i ême éle e que elabora os laudos e relatórios referentes à operação.|78
JornalNacional2_05_00182|O Datafolha ouviu, de maneira presencial, duas mil e setenta e uma pessoas, nos dias dez e onze de maio.O Rio Solimões tomou conta das ruas de Careiro da Várzea. Em Parintins, o rio Amazonas alcançou o maior nível da história.|78
JornalNacional_05_00387|Não existirá o Estado Democrático de Direito sem que haja poderes de estado independentes, harmônicos entre si. Todos esses temas estão de tal modo interligados que a derrocada de um, fatalmente acarretará a supressão dos demais.|78
JornalNacional2_05_00443|A gente já conhece os dois lugares. Ela já esteve Ela já esteve no lugar da gente, de cuidadora, estava sendo cuidada, e nós também já tivemos oportunidade de estar sendo cuidada também, contou a enfermeira Eleuza Maria Monteiro.|78
JornalNacional2_03_00054|Essa possibilidade de antecipar a vacinação das pessoas por idade atende a um pedido que veio, principalmente, de municípios menores, que já concluíram a vacinação dos grupos prioritários.|78
JornalNacional_05_00268|A assessoria de Sampaio disse que o relatório será feito com base em duas palavras: equilíbrio e sensatez. Na quinta-feira (dezoito), em uma rede social, o deputado declarou que a conduta de Silveira era inadmissível e inaceitável.|78
JornalNacional_01_00384|Um estudo da Universidade de Oxford com dados do Banco Mundial mostrou que foi no Brasil onde os preços subiram mais depressa na pandemia.|78
JornalNacional2_01_00104|A investigação foi aberta em abril do ano passado depois de ataques ao Supremo e ao Congresso.|78
JornalNacional_01_00240|Ele já tinha rasgado a rede de proteção e tentou me jogar algumas vezes. Consegui jogá-lo no chão a ponto de sair e descer pra pedir ajuda, pra chamar a policia, relata a vítima.|78
JornalNacional2_03_00142|Ele falou: ‘Você vai ser obrigado a levar esses corpos aí’. Falei: ‘Que isso?’. Já comecei a chorar. Aí ele: ‘Chora não’, já querendo pegar minha cara e tacar na tripa do moleque que estava para fora, relembra Patrick.|78
JornalNacional2_01_00222|Senadores da tropa de choque não fizeram muitas perguntas. Preferiram reforçar a defesa do governo.|78
JornalNacional_05_00267|O presidente da Câmara, Arthur Lira, escolheu o deputado Carlos Sampaio, do pê ésse dê bê, para ser o relator da votação sobre a prisão de Daniel Silveira.|78
JornalNacional2_03_00002|Dois anos depois, durante uma reunião com lideranças da empresa, a funcionária fez a denúncia e a Naique abriu uma investigação interna, sem envolver as autoridades.|78
JornalNacional_05_00177|Há pouco mais de um ano, depois de devolver o mandato a uilson Santiago, os deputados decidiram também mandar o caso dele para o Conselho de Ética da Câmara - uma tentativa de reduzir o desgaste da imagem da Câmara.|78
JornalNacional_02_00484|De acordo com o documento, o senador Flávio e Fernanda, mulher dele, pagaram  dois milhões oitocentos e setenta mil reias com recursos próprios e o restante,três virgula um milhões reais, por meio de um financiamento no Banco de Brasília, o bê érre bê.|78
JornalNacional2_02_00260|Chegou na noite desta terça-feira primeiro, a Campinas, o primeiro dos três lotes da vacina da faizer previstos para esta semana.|78
JornalNacional_04_00235|O professor Marcos Boulos, da Faculdade de Medicina da USPi, alerta que as aglomerações e estão ajudando a expandir o contágio pela cepa brasileira.|78
JornalNacional_05_00319|Em dois mil e dezoito, Latifa chegou a fugir do país num barco, mas acabou detida perto da costa da Índia. Desde então, ela estaria em cativeiro.|78
JornalNacional_04_00232|Equipes do Procon e das vigilâncias sanitárias, com apoio da polícia, vão multar comércios e empresas que descumprirem as regras. O infectologista da Fiocruz Júlio Croda afirma que as ações deveriam ser mais efetivas.|78
JornalNacional_01_00120|Sem citar o nome do presidente, a médica criticou a defesa que Jair Bolsonaro faz do uso de medicamentos que não têm comprovação científica para a Covid: Estamos discutindo azitromicina, cloroquina, ivermectina.|78
JornalNacional2_04_00081|Apesar da cheia, os moradores da cidade de Anamã tentam levar suas vidas da forma mais normal possível, principalmente mantendo a economia funcionando. Inusitado por lá é a gente poder entrar numa loja de canoa.|78
JornalNacional2_03_00491|A média de mortes também ficou estável, mas com redução de cinco por cento. Foram, em média, mil oitocentos e oitenta e uma mortes por dia na última semana, no país. É a primeira vez, desde quinze de março, que o país tem média abaixo da marca de mil e novecentas mortes por dia.|78
JornalNacional_04_00435|A Escócia, uma das quatro nações que formam o Reino Unido, deu doses de Oxford/AstraZêneca ou da faizer/BioNTech para um quinto da população. Os dados misturados das duas vacinas mostram alta proteção entre os maiores de oitenta anos.|78
JornalNacional_05_00322|Haya Bint Al-Hussein também tinha fugido para a Inglaterra e entrado com um processo no país pedindo a guarda de outros dois filhos.|78
JornalNacional2_06_00202|Idosos, idosas que estejam em situação de isolamento, que estejam se sentindo solitários e que estão em busca de conexão com pessoas, diz Felipe Silva, organizador do projeto Meu Bom Amigo.|78
JornalNacional_01_00396|A professora de epidemiologia da Universidade Estadual do Rio, Gulnar Azevedo, diz que este momento da pandemia pede medidas rigorosas: Elas poderiam ser mais restritivas, porque significa que as pessoas vão estar circulando em alguns momentos.|78
JornalNacional_05_00353|O presidente Jair Bolsonaro não se manifestou publicamente sobre a decisão do Supremo que levou à prisão do deputado Daniel Silveira.Eles fazem o caminho inverso de uma viagem que começou há onze anos, quando milhares de imigrantes.|78
JornalNacional2_02_00129|O presidente Bolsonaro e os governistas têm insistido na defesa da autonomia dos médicos para prescreverem medicamentos que consideram mais adequados. Luana rebateu o argumento e disse que casos individuais não podem ser tratados como política pública.|78
